folder,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,mfcc41,mfcc42,mfcc43,mfcc44,mfcc45,mfcc46,mfcc47,mfcc48,mfcc49,mfcc50,mfcc51,mfcc52,mfcc53,mfcc54,mfcc55,mfcc56,mfcc57,mfcc58,mfcc59,mfcc60,mfcc61,mfcc62,mfcc63,mfcc64,mfcc65,mfcc66,mfcc67,mfcc68,mfcc69,label
Alok - Hear Me Now,335.9098205566406,118.64994812011719,0.9766156077384949,20.676057815551758,-3.555724620819092,-5.93375301361084,-4.906986236572266,3.9233450889587402,-11.345776557922363,-2.760875701904297,433.96295166015625,132.27261352539062,-26.375186920166016,-1.3895658254623413,-9.573183059692383,-4.035956382751465,-6.593018531799316,-11.864023208618164,-5.942034721374512,2.8815133571624756,366.5487976074219,140.22866821289062,-1.8753957748413086,20.199058532714844,-19.02287483215332,-2.0234811305999756,-2.5223186016082764,4.73650598526001,-5.916840553283691,8.747760772705078,357.9562072753906,137.10491943359375,-14.145742416381836,-0.9508448243141174,-9.732132911682129,-15.190157890319824,-12.810062408447266,-7.341277599334717,-5.783830642700195,3.0808262825012207,380.26251220703125,133.710693359375,-12.908548355102539,2.0602760314941406,-5.406689643859863,-20.649009704589844,-16.520862579345703,-2.1923108100891113,-15.253348350524902,-1.0931971073150635,426.45257568359375,108.76264953613281,7.583160400390625,14.768856048583984,14.634855270385742,13.858678817749023,13.749638557434082,12.34791374206543,-9.773852348327637,2.929014205932617,404.72540283203125,116.18867492675781,2.262897253036499,3.7375283241271973,5.569143295288086,33.07164764404297,28.423107147216797,19.2458438873291,-10.911474227905273,-1.2870941162109375,<pad> sadness
Alpines - Alright,333.86029052734375,150.1947479248047,-21.04343605041504,-0.7363671064376831,-18.7582950592041,-6.4772443771362305,35.60997009277344,-14.721181869506836,-1.2553255558013916,21.012649536132812,397.61065673828125,136.783447265625,-33.0040283203125,12.012434005737305,-17.406517028808594,-6.857450485229492,17.414562225341797,-1.5829524993896484,-8.062928199768066,10.0040283203125,427.0373229980469,106.28890991210938,-13.721077919006348,19.057998657226562,-8.514875411987305,-15.393289566040039,6.637723445892334,-1.8125118017196655,-3.486588716506958,3.9077491760253906,458.8560485839844,106.20169830322266,17.821231842041016,11.589581489562988,1.4764392375946045,5.324521064758301,14.106717109680176,5.470916748046875,4.763506889343262,7.995870590209961,469.6734313964844,104.66831970214844,27.146970748901367,11.82392692565918,0.2601878345012665,10.12624740600586,14.526662826538086,5.45518684387207,3.7943882942199707,9.700752258300781,441.5025634765625,109.30319213867188,18.731868743896484,25.86522674560547,14.842808723449707,8.348794937133789,10.015663146972656,9.660673141479492,13.972301483154297,18.40224838256836,372.2488098144531,161.28659057617188,-16.431047439575195,33.14402770996094,22.073484420776367,-9.760580062866211,39.36407470703125,-1.5332205295562744,13.558774948120117,17.885860443115234,<pad> love
Alpines - Out of View,405.64691162109375,136.58929443359375,-15.868279457092285,41.478065490722656,1.8199269771575928,19.544355392456055,9.904752731323242,5.321658134460449,4.328777313232422,12.870954513549805,471.9342956542969,123.55963134765625,-18.250064849853516,32.317115783691406,3.1697826385498047,8.678365707397461,8.714654922485352,3.5410690307617188,11.581881523132324,16.751018524169922,473.4253234863281,124.54954528808594,-30.856727600097656,40.11707305908203,0.6485286951065063,4.221549987792969,12.773124694824219,9.10361099243164,8.121837615966797,14.733171463012695,478.15185546875,125.90095520019531,-21.15753173828125,30.359195709228516,2.1081113815307617,5.587909698486328,11.832691192626953,5.176474571228027,6.513481140136719,8.888376235961914,466.6830139160156,125.73938751220703,-33.94798278808594,36.555625915527344,2.2754855155944824,11.226263046264648,12.460284233093262,0.27787482738494873,5.121469497680664,18.518831253051758,397.9052734375,152.51910400390625,-17.355131149291992,29.07274627685547,-10.342029571533203,14.361291885375977,37.47587585449219,-4.5468902587890625,-13.44624137878418,22.970985412597656,287.9527893066406,160.59542846679688,0.6478519439697266,48.13739776611328,8.48469066619873,8.617363929748535,27.623905181884766,-3.8088138103485107,4.140560150146484,20.573379516601562,<pad> joy
Aly & AJ - Take Me,472.0126647949219,102.32911682128906,-6.041587829589844,29.49616241455078,1.3676092624664307,16.17873764038086,0.6284372210502625,8.96567153930664,3.702692747116089,9.058319091796875,503.0867004394531,103.09217834472656,-5.746531009674072,28.930387496948242,1.056145191192627,15.598806381225586,1.0278446674346924,9.682037353515625,3.524617910385132,8.123189926147461,467.5024108886719,100.30464172363281,4.91285514831543,15.304923057556152,-7.0898823738098145,18.965972900390625,3.187800884246826,12.077138900756836,2.9211864471435547,17.016775131225586,457.8545227050781,116.15373229980469,3.1570348739624023,26.051841735839844,-0.08548036217689514,13.784341812133789,3.4603281021118164,8.445598602294922,0.7595964670181274,11.213517189025879,483.2611389160156,98.42094421386719,10.806203842163086,14.927732467651367,-1.9964430332183838,12.608964920043945,4.203500747680664,12.886017799377441,-2.644094705581665,16.795766830444336,470.39483642578125,110.5034408569336,5.483257293701172,24.08110237121582,2.0387444496154785,8.463176727294922,2.7113423347473145,11.363043785095215,-4.119176864624023,12.3375883102417,414.24517822265625,115.694580078125,-2.4003210067749023,25.74506378173828,4.603776454925537,11.64794921875,7.419764518737793,10.986640930175781,-6.771864891052246,5.741974353790283,<pad> joy
Angel Haze - Battle Cry,461.4376525878906,82.53124237060547,2.0391297340393066,26.239513397216797,9.468282699584961,5.623990535736084,1.328148603439331,15.073823928833008,6.137174606323242,14.494651794433594,495.67950439453125,81.89901733398438,4.438379287719727,28.781293869018555,7.630192279815674,3.5912015438079834,-0.5856618285179138,11.993532180786133,4.460193157196045,16.875526428222656,499.72955322265625,90.17735290527344,5.175428867340088,19.26345443725586,2.4873263835906982,6.13303804397583,-0.9676018953323364,10.262073516845703,9.016645431518555,16.184444427490234,501.53857421875,90.27293395996094,1.2904499769210815,15.225250244140625,-1.358473539352417,2.3667314052581787,4.712213516235352,11.69565200805664,8.284303665161133,4.533995628356934,507.8948059082031,88.78727722167969,-1.1212494373321533,12.351106643676758,8.110710144042969,15.94841194152832,3.482323169708252,11.303637504577637,8.718076705932617,4.441356182098389,501.85009765625,93.4287338256836,16.489866256713867,13.105047225952148,4.582488059997559,6.503345489501953,2.579707622528076,9.453890800476074,6.131603240966797,6.007757186889648,475.3287048339844,82.16830444335938,12.991863250732422,9.540155410766602,4.566452980041504,8.87674331665039,0.7685118913650513,9.293758392333984,8.125020027160645,9.184032440185547,<pad> sadness
Anitta-Girl From Rio,438.7776184082031,87.09988403320312,7.237136363983154,26.488502502441406,6.697152137756348,18.063556671142578,4.718595504760742,12.401463508605957,9.106308937072754,16.936330795288086,478.5226745605469,90.39765930175781,3.09110689163208,24.986175537109375,8.186758041381836,12.306896209716797,4.581136703491211,12.727133750915527,9.105018615722656,17.932411193847656,455.80419921875,92.86843872070312,-10.703465461730957,22.304956436157227,6.5745415687561035,-0.45430153608322144,12.490829467773438,9.109436988830566,12.458280563354492,12.134428977966309,421.2705993652344,103.48565673828125,-31.044254302978516,3.134396553039551,0.7788957357406616,-20.70623207092285,11.274419784545898,-16.224645614624023,0.6941109299659729,8.99438762664795,436.4770202636719,100.61204528808594,-17.42444610595703,20.149513244628906,1.7266428470611572,-7.042046070098877,13.880847930908203,-5.731262683868408,5.23649263381958,16.160964965820312,476.9631042480469,90.90238952636719,2.472057819366455,18.31060028076172,2.6201980113983154,18.392993927001953,10.606526374816895,10.563830375671387,9.172401428222656,16.64470672607422,441.50262451171875,84.48043823242188,7.785181999206543,24.62331771850586,7.717631816864014,16.109458923339844,9.170515060424805,9.133696556091309,9.641095161437988,17.86715316772461,<pad> love
"Anne-Marie, Shania Twain-UNHEALTHY feat Shania Twain",458.79205322265625,91.21470642089844,10.912357330322266,24.049358367919922,5.223307132720947,8.26889419555664,2.5302443504333496,13.78696060180664,11.678152084350586,12.014713287353516,495.901123046875,84.14796447753906,14.493057250976562,25.195016860961914,4.922244071960449,13.389305114746094,4.050995826721191,9.637445449829102,6.090076923370361,7.921046733856201,500.5232238769531,84.11418914794922,8.59445858001709,27.772174835205078,5.306585311889648,10.319944381713867,7.178598403930664,7.641880035400391,5.890942096710205,7.899731636047363,499.6689758300781,93.42138671875,7.851964950561523,20.291553497314453,2.2588748931884766,0.5504580140113831,-2.221297264099121,17.226669311523438,10.511554718017578,14.604252815246582,501.8876647949219,90.03534698486328,10.37527847290039,25.490055084228516,4.658910751342773,2.439868450164795,-0.5911547541618347,9.599237442016602,5.622293472290039,10.369298934936523,494.5473937988281,94.0323257446289,11.912460327148438,22.917247772216797,4.303897380828857,4.213305473327637,-1.2330876588821411,13.34406852722168,4.632577419281006,12.721046447753906,455.5347900390625,80.63917541503906,19.079402923583984,13.606315612792969,18.77729606628418,11.835450172424316,-0.06053900718688965,22.718826293945312,-1.86029052734375,7.809942245483398,<pad> sadness
Ariana Grande - Dangerous Woman,383.1777648925781,95.69306182861328,-9.545818328857422,11.714142799377441,-2.736813545227051,14.426488876342773,3.3239803314208984,8.034430503845215,17.070724487304688,18.691455841064453,422.3608093261719,86.17304229736328,4.880462646484375,14.20788860321045,-3.879861354827881,11.543323516845703,5.389453411102295,3.765533447265625,12.902853012084961,16.458599090576172,336.6025085449219,120.98399353027344,-0.5218073129653931,8.15092945098877,-16.218914031982422,4.419780731201172,3.3414394855499268,-5.055881023406982,12.74850845336914,8.369322776794434,374.2947692871094,91.81123352050781,11.198457717895508,14.093372344970703,-9.797653198242188,9.467145919799805,1.938515067100525,13.550322532653809,11.57430648803711,5.853452682495117,382.7393493652344,94.50520324707031,-6.664788246154785,16.08354949951172,-2.189340591430664,2.454596757888794,13.09829330444336,4.370311260223389,15.60513687133789,12.934849739074707,389.8636474609375,94.10563659667969,-4.851840019226074,23.56597900390625,-9.146356582641602,6.86946964263916,6.038904190063477,3.036762237548828,15.757711410522461,13.930192947387695,352.5748596191406,100.33189392089844,-21.702125549316406,12.571634292602539,-13.783452987670898,25.563339233398438,23.691951751708984,9.385631561279297,10.549661636352539,13.745623588562012,<pad> anger
Ariana Grande - Into You,455.7090759277344,83.65534973144531,5.538724899291992,28.342498779296875,2.6684627532958984,16.530529022216797,7.055720329284668,5.898510932922363,13.143341064453125,14.262435913085938,490.4841613769531,83.33802795410156,5.311740875244141,23.078311920166016,5.894618988037109,14.933653831481934,10.789257049560547,3.8778796195983887,13.23189926147461,14.173805236816406,497.6883239746094,85.76947021484375,2.008463144302368,19.219852447509766,5.215266704559326,19.62985610961914,5.637646675109863,1.539296269416809,10.54865837097168,13.445565223693848,504.0241394042969,87.71532440185547,-4.690021514892578,25.167184829711914,6.628236770629883,15.114097595214844,7.805193901062012,1.7539558410644531,10.04664421081543,12.272523880004883,493.2433166503906,76.86581420898438,5.756511688232422,32.265682220458984,10.98568344116211,6.126411437988281,6.831131458282471,3.6340532302856445,14.384658813476562,13.730278015136719,499.80010986328125,78.0169448852539,5.007971286773682,30.695205688476562,10.350079536437988,9.770051956176758,4.920930862426758,5.209409713745117,12.342264175415039,11.722599983215332,471.1380310058594,85.2369384765625,-0.9633686542510986,13.077383041381836,7.792243480682373,17.928417205810547,9.739882469177246,-0.14014971256256104,14.454010009765625,10.64358901977539,<pad> anger
Ariana Grande - Side To Side,430.4877624511719,89.22232055664062,-14.662235260009766,18.58394432067871,4.002218723297119,9.467111587524414,10.39166259765625,3.271503448486328,11.80441665649414,17.515377044677734,482.6471862792969,94.35847473144531,-3.716059446334839,19.960798263549805,7.2236247062683105,17.55108642578125,16.108366012573242,12.876946449279785,14.984222412109375,11.417116165161133,490.1065673828125,94.13313293457031,-0.6682836413383484,6.508298397064209,8.740806579589844,14.370282173156738,16.51465606689453,13.505294799804688,16.481678009033203,15.604607582092285,484.3831481933594,86.15879821777344,9.255233764648438,27.902095794677734,4.773812294006348,10.900033950805664,8.919820785522461,8.759491920471191,16.395912170410156,16.30246925354004,483.1225280761719,89.806884765625,9.658292770385742,25.585800170898438,5.0841522216796875,10.46435260772705,10.686059951782227,8.086721420288086,14.885917663574219,19.567941665649414,483.6060485839844,87.57840728759766,7.550124168395996,25.27627944946289,5.581528663635254,13.800594329833984,7.082254409790039,8.800640106201172,16.537128448486328,17.679725646972656,451.5392150878906,90.27381134033203,4.023384094238281,29.521970748901367,2.519920825958252,15.412734985351562,13.200313568115234,5.67152214050293,14.639627456665039,15.6281156539917,<pad> sadness
"Ariana Grande, Doja Cat, Megan Thee Stallion-3435 Remix feat Doja Cat Megan Thee Stallion - Remix",409.6470947265625,72.22998046875,-2.1241374015808105,6.083914756774902,-15.193639755249023,-8.19874095916748,-4.4966583251953125,0.16784685850143433,-6.807223320007324,1.4338475465774536,451.11114501953125,72.23162841796875,-8.829763412475586,4.171809196472168,-11.286050796508789,-11.723154067993164,-7.704939842224121,-6.184491157531738,-14.495915412902832,2.4163172245025635,458.3811340332031,67.56742095947266,-7.268798828125,2.5798020362854004,-12.278732299804688,-7.093454360961914,-5.470496654510498,6.522350311279297,-9.634315490722656,-2.5580592155456543,459.4510803222656,81.62101745605469,5.810512542724609,8.222558975219727,1.598855972290039,0.8906110525131226,6.49123477935791,14.152525901794434,0.361978143453598,8.327021598815918,450.4450378417969,76.91825103759766,16.523693084716797,16.131271362304688,5.691109657287598,7.996683120727539,7.573728561401367,9.208701133728027,-3.8916940689086914,11.971516609191895,456.8096923828125,86.96868133544922,8.752613067626953,17.894481658935547,3.9804539680480957,8.39645767211914,2.728545665740967,6.43593692779541,-2.29947566986084,17.763391494750977,421.1220397949219,82.987060546875,14.671327590942383,11.171804428100586,5.118191242218018,4.6071624755859375,1.2985255718231201,7.608138084411621,-6.299339294433594,12.193868637084961,<pad> joy
